0.063s	14.61psia	21.88°C	0.832LPM	1.143mg/s	3.360g
959.144s	18.08psia	21.86°C	0.187LPM	0.320mg/s	3.677g

959.204s	18.05psia	21.86°C	0.187LPM	0.319mg/s	3.677g

959.265s	18.13psia	21.86°C	0.188LPM	0.321mg/s	3.677g

959.325s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.677g

959.385s	18.05psia	21.86°C	0.188LPM	0.319mg/s	3.677g

959.445s	18.12psia	21.86°C	0.187LPM	0.320mg/s	3.677g

959.505s	18.08psia	21.86°C	0.187LPM	0.319mg/s	3.677g

959.565s	18.10psia	21.87°C	0.187LPM	0.320mg/s	3.677g

959.626s	18.06psia	21.87°C	0.188LPM	0.321mg/s	3.677g

959.687s	18.09psia	21.85°C	0.187LPM	0.320mg/s	3.677g

959.747s	18.11psia	21.86°C	0.188LPM	0.321mg/s	3.677g

959.807s	18.08psia	21.86°C	0.187LPM	0.320mg/s	3.677g

959.867s	18.10psia	21.86°C	0.187LPM	0.320mg/s	3.677g

959.928s	18.09psia	21.86°C	0.187LPM	0.320mg/s	3.677g

959.988s	18.09psia	21.86°C	0.188LPM	0.320mg/s	3.677g

960.048s	18.11psia	21.86°C	0.186LPM	0.318mg/s	3.677g

960.108s	18.11psia	21.85°C	0.187LPM	0.319mg/s	3.677g

960.168s	18.09psia	21.86°C	0.187LPM	0.320mg/s	3.677g

960.229s	18.08psia	21.87°C	0.187LPM	0.319mg/s	3.677g

960.289s	18.06psia	21.85°C	0.188LPM	0.320mg/s	3.677g

960.349s	18.09psia	21.85°C	0.187LPM	0.320mg/s	3.677g

960.411s	18.11psia	21.85°C	0.187LPM	0.319mg/s	3.677g

960.471s	18.09psia	21.86°C	0.186LPM	0.319mg/s	3.677g

960.531s	18.09psia	21.86°C	0.187LPM	0.320mg/s	3.677g

960.592s	18.09psia	21.85°C	0.187LPM	0.321mg/s	3.677g

960.652s	18.11psia	21.86°C	0.187LPM	0.320mg/s	3.677g

960.712s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.677g

960.772s	18.08psia	21.85°C	0.187LPM	0.319mg/s	3.677g

960.832s	18.10psia	21.85°C	0.187LPM	0.320mg/s	3.677g

960.892s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.677g

960.952s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.677g

961.012s	18.09psia	21.86°C	0.186LPM	0.318mg/s	3.677g

961.073s	18.10psia	21.86°C	0.186LPM	0.318mg/s	3.677g

961.133s	18.09psia	21.85°C	0.186LPM	0.317mg/s	3.677g

961.193s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.677g

961.253s	18.06psia	21.86°C	0.187LPM	0.319mg/s	3.678g

961.313s	18.11psia	21.85°C	0.186LPM	0.319mg/s	3.678g

961.373s	18.10psia	21.85°C	0.187LPM	0.320mg/s	3.678g

961.433s	18.11psia	21.86°C	0.188LPM	0.321mg/s	3.678g

961.494s	18.11psia	21.86°C	0.187LPM	0.320mg/s	3.678g

961.554s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.678g

961.614s	18.11psia	21.86°C	0.187LPM	0.320mg/s	3.678g

961.674s	18.09psia	21.86°C	0.187LPM	0.319mg/s	3.678g

961.734s	18.09psia	21.86°C	0.187LPM	0.319mg/s	3.678g

961.794s	18.09psia	21.85°C	0.187LPM	0.318mg/s	3.678g

961.854s	18.06psia	21.85°C	0.187LPM	0.319mg/s	3.678g

961.914s	18.09psia	21.86°C	0.187LPM	0.319mg/s	3.678g

961.984s	18.11psia	21.86°C	0.188LPM	0.321mg/s	3.678g

962.045s	18.10psia	21.85°C	0.188LPM	0.320mg/s	3.678g

962.105s	18.09psia	21.86°C	0.187LPM	0.319mg/s	3.678g

962.172s	18.08psia	21.86°C	0.187LPM	0.320mg/s	3.678g

962.232s	18.11psia	21.86°C	0.187LPM	0.320mg/s	3.678g

962.293s	18.12psia	21.86°C	0.186LPM	0.319mg/s	3.678g

962.353s	18.09psia	21.86°C	0.187LPM	0.320mg/s	3.678g

962.414s	18.13psia	21.85°C	0.187LPM	0.319mg/s	3.678g

962.474s	18.10psia	21.85°C	0.187LPM	0.320mg/s	3.678g

962.535s	18.09psia	21.86°C	0.187LPM	0.319mg/s	3.678g

962.595s	18.10psia	21.87°C	0.187LPM	0.320mg/s	3.678g

962.655s	18.08psia	21.85°C	0.187LPM	0.319mg/s	3.678g

962.715s	18.10psia	21.86°C	0.187LPM	0.320mg/s	3.678g

962.775s	18.07psia	21.85°C	0.187LPM	0.320mg/s	3.678g

962.835s	18.06psia	21.86°C	0.188LPM	0.320mg/s	3.678g

962.896s	18.08psia	21.86°C	0.187LPM	0.319mg/s	3.678g

962.956s	18.08psia	21.86°C	0.187LPM	0.319mg/s	3.678g

963.016s	18.11psia	21.85°C	0.187LPM	0.319mg/s	3.678g

963.077s	18.09psia	21.85°C	0.187LPM	0.319mg/s	3.678g

963.137s	18.09psia	21.86°C	0.187LPM	0.319mg/s	3.678g

963.197s	18.10psia	21.85°C	0.186LPM	0.318mg/s	3.678g

963.257s	18.10psia	21.86°C	0.187LPM	0.320mg/s	3.678g

963.318s	18.09psia	21.86°C	0.187LPM	0.319mg/s	3.678g

963.378s	18.14psia	21.85°C	0.187LPM	0.320mg/s	3.678g

963.438s	18.07psia	21.87°C	0.186LPM	0.318mg/s	3.678g

963.498s	18.12psia	21.86°C	0.186LPM	0.318mg/s	3.678g

963.558s	18.12psia	21.86°C	0.187LPM	0.319mg/s	3.678g

963.618s	18.10psia	21.86°C	0.188LPM	0.320mg/s	3.678g

963.678s	18.06psia	21.86°C	0.188LPM	0.320mg/s	3.678g

963.739s	18.08psia	21.86°C	0.188LPM	0.321mg/s	3.678g

963.799s	18.11psia	21.86°C	0.187LPM	0.320mg/s	3.678g

963.859s	18.10psia	21.86°C	0.187LPM	0.320mg/s	3.678g

963.919s	18.09psia	21.86°C	0.188LPM	0.320mg/s	3.678g

963.979s	18.11psia	21.85°C	0.188LPM	0.321mg/s	3.678g

964.039s	18.09psia	21.86°C	0.188LPM	0.321mg/s	3.678g

964.099s	18.09psia	21.85°C	0.187LPM	0.320mg/s	3.678g

964.160s	18.10psia	21.86°C	0.188LPM	0.321mg/s	3.678g

964.220s	18.08psia	21.87°C	0.188LPM	0.321mg/s	3.678g

964.280s	18.08psia	21.85°C	0.188LPM	0.320mg/s	3.678g

964.340s	18.05psia	21.86°C	0.187LPM	0.318mg/s	3.678g

964.400s	18.09psia	21.86°C	0.187LPM	0.319mg/s	3.678g

964.461s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.678g

964.521s	18.09psia	21.85°C	0.187LPM	0.320mg/s	3.678g

964.581s	18.10psia	21.85°C	0.188LPM	0.320mg/s	3.678g

964.642s	18.08psia	21.86°C	0.188LPM	0.320mg/s	3.679g

964.702s	18.08psia	21.86°C	0.188LPM	0.320mg/s	3.679g

964.762s	18.08psia	21.86°C	0.187LPM	0.320mg/s	3.679g

964.822s	18.10psia	21.87°C	0.188LPM	0.321mg/s	3.679g

964.882s	18.09psia	21.86°C	0.188LPM	0.321mg/s	3.679g

964.942s	18.07psia	21.86°C	0.187LPM	0.319mg/s	3.679g

965.002s	18.12psia	21.86°C	0.187LPM	0.319mg/s	3.679g

965.063s	18.11psia	21.86°C	0.187LPM	0.320mg/s	3.679g

965.124s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.679g

965.184s	18.08psia	21.85°C	0.187LPM	0.320mg/s	3.679g

965.245s	18.09psia	21.86°C	0.187LPM	0.320mg/s	3.679g

965.305s	18.09psia	21.86°C	0.188LPM	0.320mg/s	3.679g

965.365s	18.11psia	21.87°C	0.187LPM	0.320mg/s	3.679g

965.425s	18.11psia	21.86°C	0.188LPM	0.321mg/s	3.679g

965.486s	18.10psia	21.86°C	0.188LPM	0.321mg/s	3.679g

965.546s	18.09psia	21.86°C	0.187LPM	0.320mg/s	3.679g

965.607s	18.09psia	21.85°C	0.188LPM	0.320mg/s	3.679g

965.667s	18.11psia	21.86°C	0.187LPM	0.320mg/s	3.679g

965.727s	18.09psia	21.86°C	0.187LPM	0.319mg/s	3.679g

965.787s	18.09psia	21.85°C	0.188LPM	0.321mg/s	3.679g

965.847s	18.11psia	21.86°C	0.188LPM	0.320mg/s	3.679g

965.908s	18.12psia	21.86°C	0.187LPM	0.320mg/s	3.679g

965.968s	18.10psia	21.86°C	0.187LPM	0.320mg/s	3.679g

966.028s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.679g

966.097s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.679g

966.157s	18.13psia	21.86°C	0.187LPM	0.320mg/s	3.679g

966.217s	18.11psia	21.86°C	0.188LPM	0.320mg/s	3.679g

966.285s	18.09psia	21.86°C	0.188LPM	0.321mg/s	3.679g

966.345s	18.12psia	21.86°C	0.187LPM	0.320mg/s	3.679g

966.406s	18.11psia	21.86°C	0.187LPM	0.319mg/s	3.679g

966.466s	16.18psia	21.86°C	1.127LPM	1.714mg/s	3.679g

966.526s	14.76psia	21.86°C	1.014LPM	1.396mg/s	3.679g

966.586s	14.88psia	21.87°C	0.637LPM	0.894mg/s	3.679g

966.646s	15.06psia	21.87°C	0.572LPM	0.812mg/s	3.679g

966.707s	15.20psia	21.86°C	0.538LPM	0.771mg/s	3.679g

966.768s	15.33psia	21.86°C	0.515LPM	0.744mg/s	3.679g

966.829s	15.46psia	21.86°C	0.497LPM	0.725mg/s	3.679g

966.889s	15.59psia	21.86°C	0.483LPM	0.710mg/s	3.679g

966.949s	15.71psia	21.86°C	0.467LPM	0.692mg/s	3.679g

967.009s	15.81psia	21.86°C	0.452LPM	0.676mg/s	3.680g

967.069s	15.94psia	21.86°C	0.438LPM	0.659mg/s	3.680g

967.130s	16.03psia	21.85°C	0.424LPM	0.642mg/s	3.680g

967.190s	16.10psia	21.86°C	0.411LPM	0.626mg/s	3.680g

967.250s	16.24psia	21.86°C	0.399LPM	0.611mg/s	3.680g

967.311s	16.31psia	21.87°C	0.387LPM	0.597mg/s	3.680g

967.371s	16.41psia	21.87°C	0.376LPM	0.583mg/s	3.680g

967.431s	16.49psia	21.86°C	0.367LPM	0.570mg/s	3.680g

967.491s	16.57psia	21.86°C	0.358LPM	0.560mg/s	3.680g

967.551s	16.64psia	21.86°C	0.348LPM	0.547mg/s	3.680g

967.611s	16.71psia	21.86°C	0.340LPM	0.536mg/s	3.680g

967.672s	16.77psia	21.86°C	0.332LPM	0.525mg/s	3.680g

967.732s	16.79psia	21.87°C	0.324LPM	0.515mg/s	3.680g

967.792s	16.89psia	21.86°C	0.318LPM	0.506mg/s	3.680g

967.852s	16.97psia	21.86°C	0.311LPM	0.498mg/s	3.680g

967.913s	17.01psia	21.86°C	0.304LPM	0.488mg/s	3.680g

967.973s	17.06psia	21.87°C	0.299LPM	0.480mg/s	3.680g

968.033s	17.10psia	21.86°C	0.293LPM	0.473mg/s	3.680g

968.094s	17.16psia	21.85°C	0.288LPM	0.466mg/s	3.680g

968.154s	17.21psia	21.86°C	0.283LPM	0.459mg/s	3.680g

968.215s	17.19psia	21.86°C	0.278LPM	0.452mg/s	3.680g

968.275s	17.25psia	21.86°C	0.274LPM	0.446mg/s	3.680g

968.335s	17.32psia	21.86°C	0.269LPM	0.440mg/s	3.680g

968.396s	17.36psia	21.85°C	0.266LPM	0.434mg/s	3.680g

968.456s	17.41psia	21.86°C	0.262LPM	0.430mg/s	3.680g

968.516s	17.44psia	21.86°C	0.259LPM	0.425mg/s	3.680g

968.576s	17.46psia	21.86°C	0.255LPM	0.420mg/s	3.680g

968.637s	17.49psia	21.85°C	0.252LPM	0.416mg/s	3.680g

968.697s	17.52psia	21.86°C	0.249LPM	0.411mg/s	3.680g

968.757s	17.51psia	21.86°C	0.246LPM	0.407mg/s	3.680g

968.817s	17.54psia	21.86°C	0.242LPM	0.401mg/s	3.680g

968.877s	17.57psia	21.86°C	0.241LPM	0.400mg/s	3.680g

968.937s	17.65psia	21.86°C	0.238LPM	0.395mg/s	3.681g

968.997s	17.65psia	21.87°C	0.236LPM	0.393mg/s	3.681g

969.058s	17.66psia	21.86°C	0.233LPM	0.388mg/s	3.681g

969.118s	17.66psia	21.86°C	0.231LPM	0.385mg/s	3.681g

969.178s	17.73psia	21.86°C	0.229LPM	0.383mg/s	3.681g

969.238s	17.75psia	21.86°C	0.227LPM	0.380mg/s	3.681g

969.298s	17.74psia	21.86°C	0.225LPM	0.377mg/s	3.681g

969.358s	17.77psia	21.86°C	0.223LPM	0.375mg/s	3.681g

969.418s	17.79psia	21.85°C	0.222LPM	0.373mg/s	3.681g

969.479s	17.77psia	21.86°C	0.220LPM	0.369mg/s	3.681g

969.539s	17.84psia	21.86°C	0.218LPM	0.367mg/s	3.681g

969.599s	17.86psia	21.87°C	0.218LPM	0.366mg/s	3.681g

969.659s	17.79psia	21.86°C	0.216LPM	0.363mg/s	3.681g

969.719s	17.86psia	21.85°C	0.215LPM	0.361mg/s	3.681g

969.779s	17.87psia	21.85°C	0.214LPM	0.360mg/s	3.681g

969.839s	17.87psia	21.86°C	0.213LPM	0.359mg/s	3.681g

969.899s	17.90psia	21.86°C	0.211LPM	0.357mg/s	3.681g

969.960s	17.89psia	21.87°C	0.210LPM	0.354mg/s	3.681g

970.020s	17.93psia	21.86°C	0.209LPM	0.353mg/s	3.681g

970.081s	17.93psia	21.86°C	0.208LPM	0.351mg/s	3.681g

970.141s	17.94psia	21.86°C	0.207LPM	0.350mg/s	3.681g

970.210s	17.96psia	21.86°C	0.206LPM	0.350mg/s	3.681g

970.270s	17.94psia	21.86°C	0.204LPM	0.347mg/s	3.681g

970.331s	17.96psia	21.86°C	0.204LPM	0.346mg/s	3.681g

970.398s	17.99psia	21.87°C	0.204LPM	0.345mg/s	3.681g

970.458s	18.00psia	21.86°C	0.203LPM	0.345mg/s	3.681g

970.518s	18.01psia	21.86°C	0.202LPM	0.343mg/s	3.681g

970.578s	18.00psia	21.86°C	0.201LPM	0.341mg/s	3.681g

970.638s	18.01psia	21.86°C	0.201LPM	0.342mg/s	3.681g

970.699s	18.01psia	21.87°C	0.201LPM	0.341mg/s	3.681g

970.759s	18.01psia	21.86°C	0.199LPM	0.339mg/s	3.681g

970.820s	18.02psia	21.86°C	0.199LPM	0.338mg/s	3.681g

970.880s	18.04psia	21.86°C	0.199LPM	0.339mg/s	3.681g

970.940s	17.96psia	21.86°C	0.198LPM	0.336mg/s	3.681g

971.000s	18.03psia	21.87°C	0.198LPM	0.336mg/s	3.681g

971.060s	18.04psia	21.86°C	0.197LPM	0.336mg/s	3.681g

971.120s	18.04psia	21.86°C	0.197LPM	0.336mg/s	3.681g

971.180s	18.03psia	21.86°C	0.196LPM	0.333mg/s	3.681g

971.240s	18.04psia	21.87°C	0.196LPM	0.335mg/s	3.681g

971.301s	18.08psia	21.86°C	0.196LPM	0.334mg/s	3.681g

971.361s	18.05psia	21.87°C	0.196LPM	0.333mg/s	3.681g

971.421s	18.06psia	21.86°C	0.194LPM	0.331mg/s	3.681g

971.481s	18.07psia	21.86°C	0.196LPM	0.334mg/s	3.681g

971.541s	18.08psia	21.86°C	0.194LPM	0.331mg/s	3.682g

971.601s	18.08psia	21.86°C	0.194LPM	0.332mg/s	3.682g

971.661s	18.06psia	21.87°C	0.194LPM	0.330mg/s	3.682g

971.722s	18.10psia	21.86°C	0.194LPM	0.331mg/s	3.682g

971.783s	18.06psia	21.86°C	0.193LPM	0.330mg/s	3.682g

971.843s	18.08psia	21.86°C	0.193LPM	0.328mg/s	3.682g

971.903s	18.11psia	21.86°C	0.192LPM	0.328mg/s	3.682g

971.963s	18.10psia	21.86°C	0.193LPM	0.329mg/s	3.682g

972.023s	18.09psia	21.86°C	0.192LPM	0.328mg/s	3.682g

972.083s	18.10psia	21.86°C	0.191LPM	0.327mg/s	3.682g

972.144s	18.09psia	21.86°C	0.192LPM	0.328mg/s	3.682g

972.204s	18.12psia	21.86°C	0.192LPM	0.328mg/s	3.682g

972.264s	18.08psia	21.86°C	0.191LPM	0.326mg/s	3.682g

972.324s	18.11psia	21.86°C	0.191LPM	0.325mg/s	3.682g

972.384s	18.11psia	21.86°C	0.190LPM	0.325mg/s	3.682g

972.444s	18.09psia	21.86°C	0.191LPM	0.326mg/s	3.682g

972.504s	18.13psia	21.87°C	0.190LPM	0.325mg/s	3.682g

972.564s	18.12psia	21.86°C	0.190LPM	0.325mg/s	3.682g

972.625s	18.12psia	21.86°C	0.190LPM	0.325mg/s	3.682g

972.685s	18.12psia	21.86°C	0.190LPM	0.324mg/s	3.682g

972.745s	18.11psia	21.87°C	0.190LPM	0.325mg/s	3.682g

972.805s	18.12psia	21.86°C	0.190LPM	0.325mg/s	3.682g

972.865s	18.13psia	21.86°C	0.190LPM	0.325mg/s	3.682g

972.925s	18.13psia	21.86°C	0.189LPM	0.323mg/s	3.682g

972.985s	18.14psia	21.86°C	0.189LPM	0.323mg/s	3.682g

973.046s	18.11psia	21.86°C	0.189LPM	0.324mg/s	3.682g

973.107s	18.14psia	21.86°C	0.189LPM	0.324mg/s	3.682g

973.168s	18.12psia	21.86°C	0.189LPM	0.323mg/s	3.682g

973.228s	18.13psia	21.87°C	0.189LPM	0.323mg/s	3.682g

973.288s	18.13psia	21.86°C	0.189LPM	0.324mg/s	3.682g

973.348s	18.14psia	21.86°C	0.189LPM	0.323mg/s	3.682g

973.408s	18.09psia	21.86°C	0.189LPM	0.323mg/s	3.682g

973.468s	18.14psia	21.85°C	0.188LPM	0.322mg/s	3.682g

973.528s	18.14psia	21.86°C	0.189LPM	0.323mg/s	3.682g

973.589s	18.15psia	21.86°C	0.189LPM	0.323mg/s	3.682g

973.650s	18.12psia	21.86°C	0.189LPM	0.324mg/s	3.682g

973.710s	18.13psia	21.87°C	0.189LPM	0.323mg/s	3.682g

973.771s	18.14psia	21.86°C	0.188LPM	0.322mg/s	3.682g

973.831s	18.15psia	21.87°C	0.189LPM	0.323mg/s	3.682g

973.891s	18.15psia	21.86°C	0.188LPM	0.322mg/s	3.682g

973.952s	18.16psia	21.86°C	0.188LPM	0.322mg/s	3.682g

974.012s	18.14psia	21.86°C	0.188LPM	0.322mg/s	3.682g

974.072s	18.13psia	21.87°C	0.188LPM	0.322mg/s	3.682g

974.132s	18.16psia	21.86°C	0.188LPM	0.323mg/s	3.682g

974.192s	18.09psia	21.85°C	0.188LPM	0.321mg/s	3.682g

974.252s	18.13psia	21.86°C	0.188LPM	0.322mg/s	3.682g

974.322s	18.18psia	21.85°C	0.188LPM	0.322mg/s	3.682g

974.382s	18.14psia	21.86°C	0.188LPM	0.323mg/s	3.682g

974.443s	18.16psia	21.86°C	0.188LPM	0.322mg/s	3.682g

974.510s	18.12psia	21.86°C	0.188LPM	0.321mg/s	3.682g

974.570s	18.16psia	21.86°C	0.188LPM	0.321mg/s	3.683g

974.630s	18.14psia	21.86°C	0.188LPM	0.321mg/s	3.683g

974.690s	18.12psia	21.85°C	0.187LPM	0.320mg/s	3.683g

974.750s	18.15psia	21.86°C	0.188LPM	0.321mg/s	3.683g

974.811s	18.17psia	21.86°C	0.188LPM	0.322mg/s	3.683g

974.871s	18.14psia	21.86°C	0.187LPM	0.320mg/s	3.683g

974.931s	18.16psia	21.85°C	0.188LPM	0.321mg/s	3.683g

974.991s	18.13psia	21.87°C	0.187LPM	0.320mg/s	3.683g

975.051s	18.14psia	21.87°C	0.187LPM	0.320mg/s	3.683g

975.111s	18.15psia	21.86°C	0.187LPM	0.321mg/s	3.683g

975.172s	18.15psia	21.86°C	0.187LPM	0.320mg/s	3.683g

975.232s	18.09psia	21.85°C	0.188LPM	0.321mg/s	3.683g

975.292s	18.16psia	21.86°C	0.187LPM	0.320mg/s	3.683g

975.353s	18.15psia	21.86°C	0.187LPM	0.321mg/s	3.683g

975.414s	18.16psia	21.86°C	0.187LPM	0.320mg/s	3.683g

975.474s	18.09psia	21.86°C	0.187LPM	0.320mg/s	3.683g

975.535s	18.12psia	21.86°C	0.188LPM	0.321mg/s	3.683g

975.595s	18.16psia	21.86°C	0.187LPM	0.320mg/s	3.683g

975.655s	18.14psia	21.86°C	0.188LPM	0.321mg/s	3.683g

975.716s	18.13psia	21.86°C	0.187LPM	0.320mg/s	3.683g

975.776s	18.16psia	21.86°C	0.188LPM	0.321mg/s	3.683g

975.836s	18.15psia	21.87°C	0.187LPM	0.320mg/s	3.683g

975.896s	18.15psia	21.86°C	0.188LPM	0.321mg/s	3.683g

975.956s	18.13psia	21.85°C	0.187LPM	0.320mg/s	3.683g

976.016s	18.16psia	21.86°C	0.188LPM	0.321mg/s	3.683g

976.076s	18.14psia	21.86°C	0.187LPM	0.321mg/s	3.683g

976.136s	18.16psia	21.86°C	0.186LPM	0.319mg/s	3.683g

976.196s	18.15psia	21.86°C	0.187LPM	0.320mg/s	3.683g

976.257s	18.16psia	21.87°C	0.187LPM	0.320mg/s	3.683g

976.317s	18.12psia	21.86°C	0.187LPM	0.320mg/s	3.683g

976.378s	18.11psia	21.85°C	0.188LPM	0.321mg/s	3.683g

976.438s	18.16psia	21.86°C	0.186LPM	0.319mg/s	3.683g

976.498s	18.14psia	21.86°C	0.187LPM	0.321mg/s	3.683g

976.558s	18.16psia	21.85°C	0.187LPM	0.320mg/s	3.683g

976.619s	18.15psia	21.85°C	0.188LPM	0.321mg/s	3.683g

976.679s	18.15psia	21.86°C	0.187LPM	0.319mg/s	3.683g

976.739s	18.15psia	21.86°C	0.187LPM	0.321mg/s	3.683g

976.799s	18.16psia	21.86°C	0.187LPM	0.319mg/s	3.683g

976.859s	18.17psia	21.86°C	0.186LPM	0.319mg/s	3.683g

976.919s	18.18psia	21.86°C	0.187LPM	0.321mg/s	3.683g

976.980s	18.17psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.040s	18.14psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.100s	18.14psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.161s	18.15psia	21.86°C	0.186LPM	0.319mg/s	3.683g

977.221s	18.18psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.281s	18.17psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.341s	18.15psia	21.86°C	0.187LPM	0.321mg/s	3.683g

977.401s	18.15psia	21.87°C	0.187LPM	0.320mg/s	3.683g

977.461s	18.18psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.522s	18.13psia	21.87°C	0.187LPM	0.321mg/s	3.683g

977.582s	18.17psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.642s	18.16psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.703s	18.16psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.763s	18.11psia	21.86°C	0.187LPM	0.320mg/s	3.683g

977.823s	18.16psia	21.85°C	0.188LPM	0.321mg/s	3.683g

977.883s	18.17psia	21.86°C	0.187LPM	0.320mg/s	3.684g

977.944s	18.17psia	21.86°C	0.186LPM	0.320mg/s	3.684g

978.004s	18.18psia	21.86°C	0.187LPM	0.320mg/s	3.684g

978.064s	18.13psia	21.86°C	0.187LPM	0.320mg/s	3.684g

978.124s	18.15psia	21.85°C	0.187LPM	0.321mg/s	3.684g

978.184s	18.12psia	21.86°C	0.187LPM	0.320mg/s	3.684g

978.244s	18.16psia	21.86°C	0.187LPM	0.321mg/s	3.684g

978.304s	18.14psia	21.86°C	0.187LPM	0.320mg/s	3.684g

978.365s	18.16psia	21.86°C	0.186LPM	0.320mg/s	3.684g

978.435s	18.16psia	21.86°C	0.187LPM	0.320mg/s	3.684g

978.495s	18.14psia	21.86°C	0.187LPM	0.319mg/s	3.684g

978.555s	18.14psia	21.86°C	0.187LPM	0.320mg/s	3.684g

978.622s	18.17psia	21.85°C	0.187LPM	0.321mg/s	3.684g

978.682s	18.10psia	21.86°C	0.187LPM	0.320mg/s	3.684g

978.742s	18.13psia	21.86°C	0.187LPM	0.321mg/s	3.684g

978.802s	18.14psia	21.86°C	0.187LPM	0.320mg/s	3.684g

978.862s	18.16psia	21.86°C	0.188LPM	0.321mg/s	3.684g

978.923s	18.18psia	21.85°C	0.187LPM	0.321mg/s	3.684g

978.983s	18.14psia	21.86°C	0.187LPM	0.319mg/s	3.684g

979.044s	18.11psia	21.86°C	0.187LPM	0.321mg/s	3.684g

979.104s	18.15psia	21.86°C	0.187LPM	0.321mg/s	3.684g

979.164s	18.17psia	21.86°C	0.186LPM	0.319mg/s	3.684g

979.225s	18.16psia	21.85°C	0.188LPM	0.321mg/s	3.684g

979.285s	18.17psia	21.86°C	0.187LPM	0.320mg/s	3.684g

979.346s	18.16psia	21.86°C	0.188LPM	0.321mg/s	3.684g

979.406s	18.14psia	21.86°C	0.187LPM	0.321mg/s	3.684g

979.466s	18.16psia	21.86°C	0.187LPM	0.321mg/s	3.684g

979.527s	18.16psia	21.86°C	0.187LPM	0.321mg/s	3.684g

979.587s	18.14psia	21.86°C	0.187LPM	0.321mg/s	3.684g

979.647s	18.17psia	21.86°C	0.188LPM	0.321mg/s	3.684g

979.707s	18.16psia	21.86°C	0.187LPM	0.321mg/s	3.684g

979.768s	18.12psia	21.86°C	0.188LPM	0.321mg/s	3.684g

979.828s	18.15psia	21.86°C	0.187LPM	0.321mg/s	3.684g

979.888s	18.15psia	21.87°C	0.187LPM	0.319mg/s	3.684g

979.948s	18.16psia	21.86°C	0.187LPM	0.320mg/s	3.684g

980.008s	18.15psia	21.86°C	0.187LPM	0.321mg/s	3.684g

980.068s	18.16psia	21.86°C	0.187LPM	0.320mg/s	3.684g

980.128s	18.16psia	21.85°C	0.187LPM	0.320mg/s	3.684g

980.189s	18.15psia	21.86°C	0.188LPM	0.321mg/s	3.684g

980.249s	18.14psia	21.86°C	0.188LPM	0.321mg/s	3.684g

980.309s	18.15psia	21.86°C	0.188LPM	0.322mg/s	3.684g

980.370s	18.13psia	21.86°C	0.188LPM	0.322mg/s	3.684g

980.430s	18.14psia	21.86°C	0.188LPM	0.321mg/s	3.684g

980.490s	18.15psia	21.86°C	0.188LPM	0.322mg/s	3.684g

980.550s	18.13psia	21.86°C	0.188LPM	0.321mg/s	3.684g

980.611s	18.16psia	21.86°C	0.188LPM	0.322mg/s	3.684g

980.671s	18.11psia	21.85°C	0.188LPM	0.321mg/s	3.684g

980.731s	18.16psia	21.86°C	0.187LPM	0.321mg/s	3.684g

980.791s	18.13psia	21.86°C	0.188LPM	0.321mg/s	3.684g

980.851s	18.15psia	21.86°C	0.188LPM	0.322mg/s	3.684g

980.911s	18.13psia	21.86°C	0.187LPM	0.320mg/s	3.684g

980.971s	18.15psia	21.86°C	0.187LPM	0.320mg/s	3.684g

981.031s	18.16psia	21.86°C	0.187LPM	0.320mg/s	3.684g

981.092s	18.14psia	21.86°C	0.187LPM	0.320mg/s	3.684g

981.153s	18.15psia	21.86°C	0.188LPM	0.321mg/s	3.684g

981.213s	18.11psia	21.85°C	0.188LPM	0.321mg/s	3.684g

981.273s	18.16psia	21.86°C	0.187LPM	0.321mg/s	3.685g

